item_id,timestamp,target_value
109,2021-09-01 00:01:50,-19.658593895978207
110,2021-09-01 00:01:51,-19.6123301674931
111,2021-09-01 00:01:52,-19.566114365563358
112,2021-09-01 00:01:53,-19.519946440539854
113,2021-09-01 00:01:54,-19.473826342824857
114,2021-09-01 00:01:55,-19.427754022872037
115,2021-09-01 00:01:56,-19.381729431186393
116,2021-09-01 00:01:57,-19.335752518324185
117,2021-09-01 00:01:58,-19.289823234892907
118,2021-09-01 00:01:59,-19.243941531551208
119,2021-09-01 00:02:00,-19.19810735900886
120,2021-09-01 00:02:01,-19.152320668026704
121,2021-09-01 00:02:02,-19.106581409416563
122,2021-09-01 00:02:03,-19.06088953404125
123,2021-09-01 00:02:04,-19.01524499281446
124,2021-09-01 00:02:05,-18.96964773670075
125,2021-09-01 00:02:06,-18.92409771671546
126,2021-09-01 00:02:07,-18.87859488392469
127,2021-09-01 00:02:08,-18.833139189445227
128,2021-09-01 00:02:09,-18.787730584444496
129,2021-09-01 00:02:10,-18.742369020140508
130,2021-09-01 00:02:11,-18.69705444780182
131,2021-09-01 00:02:12,-18.651786818747468
132,2021-09-01 00:02:13,-18.60656608434691
133,2021-09-01 00:02:14,-18.561392196019987
134,2021-09-01 00:02:15,-18.51626510523687
135,2021-09-01 00:02:16,-18.471184763518004
136,2021-09-01 00:02:17,-18.42615112243405
137,2021-09-01 00:02:18,-18.381164133605843
138,2021-09-01 00:02:19,-18.33622374870434
139,2021-09-01 00:02:20,-18.291329919450554
140,2021-09-01 00:02:21,-18.246482597615525
141,2021-09-01 00:02:22,-18.201681735020244
142,2021-09-01 00:02:23,-18.156927283535616
143,2021-09-01 00:02:24,-18.11221919508241
144,2021-09-01 00:02:25,-18.0675574216312
145,2021-09-01 00:02:26,-18.02294191520231
146,2021-09-01 00:02:27,-17.978372627865774
147,2021-09-01 00:02:28,-17.933849511741272
148,2021-09-01 00:02:29,-17.8893725189981
149,2021-09-01 00:02:30,-17.844941601855083
150,2021-09-01 00:02:31,-17.80055671258056
151,2021-09-01 00:02:32,-17.756217803492326
152,2021-09-01 00:02:33,-17.711924826957535
153,2021-09-01 00:02:34,-17.667677735392736
154,2021-09-01 00:02:35,-17.623476481263722
155,2021-09-01 00:02:36,-17.57932101708556
156,2021-09-01 00:02:37,-17.535211295422506
157,2021-09-01 00:02:38,-17.491147268887957
158,2021-09-01 00:02:39,-17.447128890144384
159,2021-09-01 00:02:40,-17.403156111903307
160,2021-09-01 00:02:41,-17.359228886925237
161,2021-09-01 00:02:42,-17.31534716801962
162,2021-09-01 00:02:43,-17.27151090804479
163,2021-09-01 00:02:44,-17.227720059907917
164,2021-09-01 00:02:45,-17.183974576564943
165,2021-09-01 00:02:46,-17.14027441102057
166,2021-09-01 00:02:47,-17.096619516328175
167,2021-09-01 00:02:48,-17.053009845589756
168,2021-09-01 00:02:49,-17.009445351955904
169,2021-09-01 00:02:50,-16.96592598862575
170,2021-09-01 00:02:51,-16.922451708846893
171,2021-09-01 00:02:52,-16.879022465915376
172,2021-09-01 00:02:53,-16.835638213175628
173,2021-09-01 00:02:54,-16.79229890402039
174,2021-09-01 00:02:55,-16.749004491890723
175,2021-09-01 00:02:56,-16.705754930275873
176,2021-09-01 00:02:57,-16.66255017271331
177,2021-09-01 00:02:58,-16.619390172788606
178,2021-09-01 00:02:59,-16.576274884135437
179,2021-09-01 00:03:00,-16.533204260435497
180,2021-09-01 00:03:01,-16.490178255418478
181,2021-09-01 00:03:02,-16.44719682286199
182,2021-09-01 00:03:03,-16.404259916591535
183,2021-09-01 00:03:04,-16.361367490480447
184,2021-09-01 00:03:05,-16.31851949844986
185,2021-09-01 00:03:06,-16.275715894468604
186,2021-09-01 00:03:07,-16.232956632553233
187,2021-09-01 00:03:08,-16.190241666767918
188,2021-09-01 00:03:09,-16.14757095122443
189,2021-09-01 00:03:10,-16.104944440082065
190,2021-09-01 00:03:11,-16.062362087547612
191,2021-09-01 00:03:12,-16.019823847875294
192,2021-09-01 00:03:13,-15.97732967536674
193,2021-09-01 00:03:14,-15.934879524370906
194,2021-09-01 00:03:15,-15.892473349284039
195,2021-09-01 00:03:16,-15.850111104549633
196,2021-09-01 00:03:17,-15.807792744658371
197,2021-09-01 00:03:18,-15.765518224148096
198,2021-09-01 00:03:19,-15.723287497603735
199,2021-09-01 00:03:20,-15.681100519657257
200,2021-09-01 00:03:21,-15.638957244987644
201,2021-09-01 00:03:22,-15.596857628320812
202,2021-09-01 00:03:23,-15.5548016244296
203,2021-09-01 00:03:24,-15.512789188133688
204,2021-09-01 00:03:25,-15.470820274299541
205,2021-09-01 00:03:26,-15.42889483784041
206,2021-09-01 00:03:27,-15.387012833716241
207,2021-09-01 00:03:28,-15.345174216933636
208,2021-09-01 00:03:29,-15.303378942545812
209,2021-09-01 00:03:30,-15.261626965652546
210,2021-09-01 00:03:31,-15.219918241400137
211,2021-09-01 00:03:32,-15.178252724981334
212,2021-09-01 00:03:33,-15.13663037163532
213,2021-09-01 00:03:34,-15.095051136647633
214,2021-09-01 00:03:35,-15.053514975350133
215,2021-09-01 00:03:36,-15.012021843120984
216,2021-09-01 00:03:37,-14.970571695384535
217,2021-09-01 00:03:38,-14.929164487611324
218,2021-09-01 00:03:39,-14.887800175318041
219,2021-09-01 00:03:40,-14.846478714067437
220,2021-09-01 00:03:41,-14.80520005946829
221,2021-09-01 00:03:42,-14.763964167175395
222,2021-09-01 00:03:43,-14.722770992889458
223,2021-09-01 00:03:44,-14.68162049235709
224,2021-09-01 00:03:45,-14.640512621370746
225,2021-09-01 00:03:46,-14.599447335768659
226,2021-09-01 00:03:47,-14.558424591434843
227,2021-09-01 00:03:48,-14.517444344298994
228,2021-09-01 00:03:49,-14.476506550336453
229,2021-09-01 00:03:50,-14.43561116556819
230,2021-09-01 00:03:51,-14.394758146060731
231,2021-09-01 00:03:52,-14.353947447926096
232,2021-09-01 00:03:53,-14.313179027321787
233,2021-09-01 00:03:54,-14.272452840450725
234,2021-09-01 00:03:55,-14.231768843561184
235,2021-09-01 00:03:56,-14.191126992946792
236,2021-09-01 00:03:57,-14.150527244946439
237,2021-09-01 00:03:58,-14.109969555944225
238,2021-09-01 00:03:59,-14.069453882369466
239,2021-09-01 00:04:00,-14.0289801806966
240,2021-09-01 00:04:01,-13.988548407445158
241,2021-09-01 00:04:02,-13.948158519179707
242,2021-09-01 00:04:03,-13.907810472509816
243,2021-09-01 00:04:04,-13.867504224090013
244,2021-09-01 00:04:05,-13.827239730619716
245,2021-09-01 00:04:06,-13.787016948843203
246,2021-09-01 00:04:07,-13.746835835549575
247,2021-09-01 00:04:08,-13.706696347572674
248,2021-09-01 00:04:09,-13.666598441791074
249,2021-09-01 00:04:10,-13.626542075128015
250,2021-09-01 00:04:11,-13.586527204551366
251,2021-09-01 00:04:12,-13.546553787073584
252,2021-09-01 00:04:13,-13.50662177975164
253,2021-09-01 00:04:14,-13.466731139687006
254,2021-09-01 00:04:15,-13.426881824025578
255,2021-09-01 00:04:16,-13.387073789957668
256,2021-09-01 00:04:17,-13.347306994717918
257,2021-09-01 00:04:18,-13.307581395585274
258,2021-09-01 00:04:19,-13.26789694988296
259,2021-09-01 00:04:20,-13.228253614978392
260,2021-09-01 00:04:21,-13.188651348283145
261,2021-09-01 00:04:22,-13.149090107252917
262,2021-09-01 00:04:23,-13.109569849387505
263,2021-09-01 00:04:24,-13.070090532230694
264,2021-09-01 00:04:25,-13.03065211337028
265,2021-09-01 00:04:26,-12.99125455043798
266,2021-09-01 00:04:27,-12.951897801109418
267,2021-09-01 00:04:28,-12.912581823104041
268,2021-09-01 00:04:29,-12.873306574185122
269,2021-09-01 00:04:30,-12.834072012159666
270,2021-09-01 00:04:31,-12.794878094878392
271,2021-09-01 00:04:32,-12.755724780235703
272,2021-09-01 00:04:33,-12.7166120261696
273,2021-09-01 00:04:34,-12.677539790661662
274,2021-09-01 00:04:35,-12.638508031736997
275,2021-09-01 00:04:36,-12.599516707464211
276,2021-09-01 00:04:37,-12.560565775955325
277,2021-09-01 00:04:38,-12.52165519536576
278,2021-09-01 00:04:39,-12.4827849238943
279,2021-09-01 00:04:40,-12.443954919783017
280,2021-09-01 00:04:41,-12.405165141317255
281,2021-09-01 00:04:42,-12.366415546825557
282,2021-09-01 00:04:43,-12.327706094679641
283,2021-09-01 00:04:44,-12.289036743294353
284,2021-09-01 00:04:45,-12.250407451127629
285,2021-09-01 00:04:46,-12.211818176680403
286,2021-09-01 00:04:47,-12.17326887849665
287,2021-09-01 00:04:48,-12.13475951516326
288,2021-09-01 00:04:49,-12.096290045310013
289,2021-09-01 00:04:50,-12.057860427609583
290,2021-09-01 00:04:51,-12.019470620777433
291,2021-09-01 00:04:52,-11.981120583571794
292,2021-09-01 00:04:53,-11.942810274793636
293,2021-09-01 00:04:54,-11.904539653286584
294,2021-09-01 00:04:55,-11.866308677936921
295,2021-09-01 00:04:56,-11.828117307673516
296,2021-09-01 00:04:57,-11.789965501467783
297,2021-09-01 00:04:58,-11.751853218333636
298,2021-09-01 00:04:59,-11.713780417327449
299,2021-09-01 00:05:00,-11.675747057548016
300,2021-09-01 00:05:01,-11.637753098136507
301,2021-09-01 00:05:02,-11.5997984982764
302,2021-09-01 00:05:03,-11.561883217193476
303,2021-09-01 00:05:04,-11.524007214155752
304,2021-09-01 00:05:05,-11.48617044847343
305,2021-09-01 00:05:06,-11.448372879498883
306,2021-09-01 00:05:07,-11.410614466626576
307,2021-09-01 00:05:08,-11.372895169293038
308,2021-09-01 00:05:09,-11.335214946976826
309,2021-09-01 00:05:10,-11.297573759198492
310,2021-09-01 00:05:11,-11.259971565520488
311,2021-09-01 00:05:12,-11.222408325547178
312,2021-09-01 00:05:13,-11.184883998924775
313,2021-09-01 00:05:14,-11.14739854534129
314,2021-09-01 00:05:15,-11.109951924526491
315,2021-09-01 00:05:16,-11.072544096251875
316,2021-09-01 00:05:17,-11.035175020330598
317,2021-09-01 00:05:18,-10.99784465661746
318,2021-09-01 00:05:19,-10.960552965008851
319,2021-09-01 00:05:20,-10.923299905442697
320,2021-09-01 00:05:21,-10.886085437898423
321,2021-09-01 00:05:22,-10.84890952239693
322,2021-09-01 00:05:23,-10.811772119000516
323,2021-09-01 00:05:24,-10.774673187812866
324,2021-09-01 00:05:25,-10.737612688978992
325,2021-09-01 00:05:26,-10.70059058268518
326,2021-09-01 00:05:27,-10.663606829158986
327,2021-09-01 00:05:28,-10.626661388669135
328,2021-09-01 00:05:29,-10.589754221525553
329,2021-09-01 00:05:30,-10.552885288079246
330,2021-09-01 00:05:31,-10.516054548722309
331,2021-09-01 00:05:32,-10.479261963887872
332,2021-09-01 00:05:33,-10.44250749405004
333,2021-09-01 00:05:34,-10.405791099723885
334,2021-09-01 00:05:35,-10.369112741465372
335,2021-09-01 00:05:36,-10.332472379871326
336,2021-09-01 00:05:37,-10.295869975579386
337,2021-09-01 00:05:38,-10.25930548926798
338,2021-09-01 00:05:39,-10.222778881656275
339,2021-09-01 00:05:40,-10.186290113504107
340,2021-09-01 00:05:41,-10.149839145611992
341,2021-09-01 00:05:42,-10.113425938821024
342,2021-09-01 00:05:43,-10.077050454012891
343,2021-09-01 00:05:44,-10.040712652109796
344,2021-09-01 00:05:45,-10.004412494074408
345,2021-09-01 00:05:46,-9.968149940909868
346,2021-09-01 00:05:47,-9.931924953659681
347,2021-09-01 00:05:48,-9.895737493407744
348,2021-09-01 00:05:49,-9.859587521278229
349,2021-09-01 00:05:50,-9.823474998435621
350,2021-09-01 00:05:51,-9.787399886084607
351,2021-09-01 00:05:52,-9.751362145470075
352,2021-09-01 00:05:53,-9.715361737877068
353,2021-09-01 00:05:54,-9.679398624630728
354,2021-09-01 00:05:55,-9.643472767096256
355,2021-09-01 00:05:56,-9.60758412667888
356,2021-09-01 00:05:57,-9.57173266482382
357,2021-09-01 00:05:58,-9.535918343016228
358,2021-09-01 00:05:59,-9.500141122781145
359,2021-09-01 00:06:00,-9.464400965683495
360,2021-09-01 00:06:01,-9.428697833328002
361,2021-09-01 00:06:02,-9.39303168735917
362,2021-09-01 00:06:03,-9.357402489461222
363,2021-09-01 00:06:04,-9.32181020135809
364,2021-09-01 00:06:05,-9.286254784813366
365,2021-09-01 00:06:06,-9.25073620163024
366,2021-09-01 00:06:07,-9.215254413651465
367,2021-09-01 00:06:08,-9.17980938275933
368,2021-09-01 00:06:09,-9.144401070875617
369,2021-09-01 00:06:10,-9.109029439961553
370,2021-09-01 00:06:11,-9.073694452017754
371,2021-09-01 00:06:12,-9.038396069084236
372,2021-09-01 00:06:13,-9.003134253240304
373,2021-09-01 00:06:14,-8.967908966604575
374,2021-09-01 00:06:15,-8.932720171334879
375,2021-09-01 00:06:16,-8.89756782962828
376,2021-09-01 00:06:17,-8.862451903720967
377,2021-09-01 00:06:18,-8.827372355888293
378,2021-09-01 00:06:19,-8.792329148444672
379,2021-09-01 00:06:20,-8.757322243743538
380,2021-09-01 00:06:21,-8.722351604177348
381,2021-09-01 00:06:22,-8.68741719217752
382,2021-09-01 00:06:23,-8.65251897021438
383,2021-09-01 00:06:24,-8.617656900797137
384,2021-09-01 00:06:25,-8.582830946473834
385,2021-09-01 00:06:26,-8.548041069831328
386,2021-09-01 00:06:27,-8.513287233495213
387,2021-09-01 00:06:28,-8.4785694001298
388,2021-09-01 00:06:29,-8.443887532438104
389,2021-09-01 00:06:30,-8.409241593161745
390,2021-09-01 00:06:31,-8.37463154508098
391,2021-09-01 00:06:32,-8.340057351014572
392,2021-09-01 00:06:33,-8.30551897381985
393,2021-09-01 00:06:34,-8.271016376392588
394,2021-09-01 00:06:35,-8.236549521667008
395,2021-09-01 00:06:36,-8.202118372615743
396,2021-09-01 00:06:37,-8.16772289224977
397,2021-09-01 00:06:38,-8.133363043618381
398,2021-09-01 00:06:39,-8.099038789809157
399,2021-09-01 00:06:40,-8.064750093947914
400,2021-09-01 00:06:41,-8.030496919198669
401,2021-09-01 00:06:42,-7.996279228763605
402,2021-09-01 00:06:43,-7.962096985883001
403,2021-09-01 00:06:44,-7.927950153835248
404,2021-09-01 00:06:45,-7.893838695936765
405,2021-09-01 00:06:46,-7.859762575541957
406,2021-09-01 00:06:47,-7.8257217560432295
407,2021-09-01 00:06:48,-7.791716200870873
408,2021-09-01 00:06:49,-7.757745873493093
409,2021-09-01 00:06:50,-7.72381073741591
410,2021-09-01 00:06:51,-7.689910756183174
411,2021-09-01 00:06:52,-7.656045893376493
412,2021-09-01 00:06:53,-7.622216112615206
413,2021-09-01 00:06:54,-7.5884213775563225
414,2021-09-01 00:06:55,-7.554661651894527
415,2021-09-01 00:06:56,-7.5209368993621055
416,2021-09-01 00:06:57,-7.487247083728903
417,2021-09-01 00:06:58,-7.453592168802317
418,2021-09-01 00:06:59,-7.419972118427211
419,2021-09-01 00:07:00,-7.386386896485931
420,2021-09-01 00:07:01,-7.352836466898232
421,2021-09-01 00:07:02,-7.31932079362123
422,2021-09-01 00:07:03,-7.285839840649402
423,2021-09-01 00:07:04,-7.252393572014505
424,2021-09-01 00:07:05,-7.2189819517855724
425,2021-09-01 00:07:06,-7.185604944068849
426,2021-09-01 00:07:07,-7.15226251300777
427,2021-09-01 00:07:08,-7.118954622782908
428,2021-09-01 00:07:09,-7.085681237611951
429,2021-09-01 00:07:10,-7.052442321749666
430,2021-09-01 00:07:11,-7.019237839487815
431,2021-09-01 00:07:12,-6.986067755155183
432,2021-09-01 00:07:13,-6.952932033117502
433,2021-09-01 00:07:14,-6.919830637777409
434,2021-09-01 00:07:15,-6.886763533574431
435,2021-09-01 00:07:16,-6.853730684984921
436,2021-09-01 00:07:17,-6.82073205652204
437,2021-09-01 00:07:18,-6.787767612735713
438,2021-09-01 00:07:19,-6.75483731821258
439,2021-09-01 00:07:20,-6.721941137575982
440,2021-09-01 00:07:21,-6.689079035485896
441,2021-09-01 00:07:22,-6.656250976638905
442,2021-09-01 00:07:23,-6.623456925768178
443,2021-09-01 00:07:24,-6.590696847643411
444,2021-09-01 00:07:25,-6.557970707070805
445,2021-09-01 00:07:26,-6.525278468893003
446,2021-09-01 00:07:27,-6.492620097989082
447,2021-09-01 00:07:28,-6.4599955592745
448,2021-09-01 00:07:29,-6.42740481770106
449,2021-09-01 00:07:30,-6.394847838256872
450,2021-09-01 00:07:31,-6.362324585966313
451,2021-09-01 00:07:32,-6.329835025890002
452,2021-09-01 00:07:33,-6.297379123124735
453,2021-09-01 00:07:34,-6.2649568428035
454,2021-09-01 00:07:35,-6.232568150095364
455,2021-09-01 00:07:36,-6.200213010205509
456,2021-09-01 00:07:37,-6.167891388375139
457,2021-09-01 00:07:38,-6.135603249881484
458,2021-09-01 00:07:39,-6.1033485600377375
459,2021-09-01 00:07:40,-6.071127284193022
460,2021-09-01 00:07:41,-6.038939387732366
461,2021-09-01 00:07:42,-6.006784836076651
462,2021-09-01 00:07:43,-5.974663594682578
463,2021-09-01 00:07:44,-5.94257562904264
464,2021-09-01 00:07:45,-5.910520904685075
465,2021-09-01 00:07:46,-5.878499387173829
466,2021-09-01 00:07:47,-5.846511042108521
467,2021-09-01 00:07:48,-5.81455583512442
468,2021-09-01 00:07:49,-5.782633731892368
469,2021-09-01 00:07:50,-5.750744698118805
470,2021-09-01 00:07:51,-5.7188886995456585
471,2021-09-01 00:07:52,-5.6870657019503845
472,2021-09-01 00:07:53,-5.6552756711458585
473,2021-09-01 00:07:54,-5.623518572980402
474,2021-09-01 00:07:55,-5.5917943733376845
475,2021-09-01 00:07:56,-5.560103038136731
476,2021-09-01 00:07:57,-5.528444533331889
477,2021-09-01 00:07:58,-5.496818824912751
478,2021-09-01 00:07:59,-5.465225878904157
479,2021-09-01 00:08:00,-5.433665661366138
480,2021-09-01 00:08:01,-5.40213813839388
481,2021-09-01 00:08:02,-5.370643276117704
482,2021-09-01 00:08:03,-5.339181040703011
483,2021-09-01 00:08:04,-5.307751398350252
484,2021-09-01 00:08:05,-5.2763543152948955
485,2021-09-01 00:08:06,-5.244989757807378
486,2021-09-01 00:08:07,-5.213657692193102
487,2021-09-01 00:08:08,-5.182358084792348
488,2021-09-01 00:08:09,-5.151090901980286
489,2021-09-01 00:08:10,-5.119856110166911
490,2021-09-01 00:08:11,-5.088653675797005
491,2021-09-01 00:08:12,-5.057483565350136
492,2021-09-01 00:08:13,-5.026345745340578
493,2021-09-01 00:08:14,-4.995240182317289
494,2021-09-01 00:08:15,-4.964166842863911
495,2021-09-01 00:08:16,-4.933125693598665
496,2021-09-01 00:08:17,-4.902116701174393
497,2021-09-01 00:08:18,-4.871139832278438
498,2021-09-01 00:08:19,-4.840195053632691
499,2021-09-01 00:08:20,-4.809282331993504
500,2021-09-01 00:08:21,-4.778401634151656
501,2021-09-01 00:08:22,-4.747552926932354
502,2021-09-01 00:08:23,-4.716736177195141
503,2021-09-01 00:08:24,-4.685951351833918
504,2021-09-01 00:08:25,-4.6551984177768695
505,2021-09-01 00:08:26,-4.624477341986445
506,2021-09-01 00:08:27,-4.5937880914593165
507,2021-09-01 00:08:28,-4.5631306332263435
508,2021-09-01 00:08:29,-4.532504934352545
509,2021-09-01 00:08:30,-4.501910961937057
510,2021-09-01 00:08:31,-4.471348683113092
511,2021-09-01 00:08:32,-4.4408180650479245
512,2021-09-01 00:08:33,-4.41031907494283
513,2021-09-01 00:08:34,-4.379851680033063
514,2021-09-01 00:08:35,-4.349415847587828
515,2021-09-01 00:08:36,-4.3190115449102215
516,2021-09-01 00:08:37,-4.288638739337237
517,2021-09-01 00:08:38,-4.25829739823968
518,2021-09-01 00:08:39,-4.227987489022166
519,2021-09-01 00:08:40,-4.197708979123089
520,2021-09-01 00:08:41,-4.167461836014553
521,2021-09-01 00:08:42,-4.137246027202384
522,2021-09-01 00:08:43,-4.1070615202260505
523,2021-09-01 00:08:44,-4.0769082826586605
524,2021-09-01 00:08:45,-4.0467862821069005
525,2021-09-01 00:08:46,-4.016695486211031
526,2021-09-01 00:08:47,-3.986635862644821
527,2021-09-01 00:08:48,-3.956607379115539
528,2021-09-01 00:08:49,-3.926610003363905
529,2021-09-01 00:08:50,-3.896643703164049
530,2021-09-01 00:08:51,-3.8667084463234964
531,2021-09-01 00:08:52,-3.8368042006831082
532,2021-09-01 00:08:53,-3.8069309341170765
533,2021-09-01 00:08:54,-3.7770886145328646
534,2021-09-01 00:08:55,-3.7472772098711786
535,2021-09-01 00:08:56,-3.7174966881059532
536,2021-09-01 00:08:57,-3.6877470172442806
537,2021-09-01 00:08:58,-3.6580281653263924
538,2021-09-01 00:08:59,-3.6283401004256604
539,2021-09-01 00:09:00,-3.5986827906484997
540,2021-09-01 00:09:01,-3.569056204134373
541,2021-09-01 00:09:02,-3.5394603090557517
542,2021-09-01 00:09:03,-3.5098950736180896
543,2021-09-01 00:09:04,-3.48036046605975
544,2021-09-01 00:09:05,-3.4508564546520297
545,2021-09-01 00:09:06,-3.4213830076990632
546,2021-09-01 00:09:07,-3.3919400935378548
547,2021-09-01 00:09:08,-3.3625276805381894
548,2021-09-01 00:09:09,-3.3331457371026154
549,2021-09-01 00:09:10,-3.30379423166643
550,2021-09-01 00:09:11,-3.274473132697608
551,2021-09-01 00:09:12,-3.245182408696813
552,2021-09-01 00:09:13,-3.215922028197326
553,2021-09-01 00:09:14,-3.1866919597650245
554,2021-09-01 00:09:15,-3.157492171998367
555,2021-09-01 00:09:16,-3.1283226335283203
556,2021-09-01 00:09:17,-3.0991833130183544
557,2021-09-01 00:09:18,-3.0700741791644184
558,2021-09-01 00:09:19,-3.0409952006948586
559,2021-09-01 00:09:20,-3.011946346370447
560,2021-09-01 00:09:21,-2.9829275849843064
561,2021-09-01 00:09:22,-2.953938885361886
562,2021-09-01 00:09:23,-2.924980216360929
563,2021-09-01 00:09:24,-2.8960515468714405
564,2021-09-01 00:09:25,-2.8671528458156743
565,2021-09-01 00:09:26,-2.8382840821480357
566,2021-09-01 00:09:27,-2.8094452248551285
567,2021-09-01 00:09:28,-2.7806362429556764
568,2021-09-01 00:09:29,-2.7518571055004877
569,2021-09-01 00:09:30,-2.723107781572441
570,2021-09-01 00:09:31,-2.694388240286443
571,2021-09-01 00:09:32,-2.665698450789396
572,2021-09-01 00:09:33,-2.6370383822601546
573,2021-09-01 00:09:34,-2.6084080039095134
574,2021-09-01 00:09:35,-2.5798072849801628
575,2021-09-01 00:09:36,-2.551236194746643
576,2021-09-01 00:09:37,-2.522694702515338
577,2021-09-01 00:09:38,-2.494182777624431
578,2021-09-01 00:09:39,-2.465700389443853
579,2021-09-01 00:09:40,-2.437247507375279
